image_id,face_length,face_width,forehead_width,cheekbone_width,jaw_width,aspect_ratio,hair_length,hair_texture,hair_density,style_preference,face_shape_label,target_hairstyle_id,suitability_rating
img_00469,225.8,171.0,140.4,171.0,133.5,1.32,Medium,Straight,Medium,unisex,Oval,textured-crop,4.6
img_00470,252.7,172.5,147.0,172.5,140.0,1.46,Short,Straight,Medium,feminine,Oblong,french-bob,4.1
img_00471,214.0,164.7,171.9,164.7,109.7,1.3,Short,Curly,Medium,unisex,Heart,buzz-cut,4.6
img_00472,217.7,193.3,172.6,193.3,160.5,1.13,Long,Wavy,Medium,masculine,Round,curtain-bangs,4.4
img_00473,274.9,181.3,149.0,181.3,139.9,1.52,Medium,Coily,Medium,no_preference,Oblong,curtain-bangs,4.0
img_00474,219.5,176.8,183.5,176.8,115.9,1.24,Medium,Coily,Medium,no_preference,Heart,curtain-bangs,4.3
img_00475,276.5,193.5,162.0,193.5,152.4,1.43,Short,Straight,Medium,no_preference,Oblong,curtain-bangs,4.1
img_00476,181.4,161.7,142.0,161.7,135.1,1.12,Medium,Straight,Medium,unisex,Round,wolf-cut,4.0
img_00477,175.2,169.5,153.2,169.5,142.4,1.03,Medium,Wavy,Medium,unisex,Round,long-waves,4.5
img_00478,286.0,196.1,170.7,196.1,158.0,1.46,Medium,Curly,Medium,unisex,Oblong,textured-crop,4.7
img_00479,211.3,169.4,175.4,169.4,115.5,1.25,Long,Wavy,Medium,masculine,Heart,buzz-cut,4.4
img_00480,211.9,178.2,174.6,178.2,166.0,1.19,Medium,Straight,Medium,feminine,Square,textured-crop,4.3
img_00481,227.8,167.2,139.4,167.2,126.8,1.36,Long,Wavy,Medium,masculine,Oval,buzz-cut,4.1
img_00482,263.4,191.9,165.3,191.9,145.9,1.37,Long,Straight,Medium,masculine,Oval,french-bob,4.2
img_00483,171.3,163.1,148.1,163.1,142.8,1.05,Long,Curly,Medium,masculine,Round,french-bob,4.9
img_00484,216.4,161.4,156.8,161.4,103.6,1.34,Long,Wavy,Medium,unisex,Heart,wolf-cut,4.7
img_00485,254.8,191.5,157.5,191.5,148.5,1.33,Short,Coily,Medium,unisex,Oval,french-bob,4.5
img_00486,210.3,181.4,175.1,181.4,168.3,1.16,Long,Wavy,Medium,unisex,Square,buzz-cut,4.4
img_00487,213.6,192.2,179.5,192.2,186.3,1.11,Short,Wavy,Medium,no_preference,Square,buzz-cut,4.5
img_00488,272.4,185.1,152.2,185.1,144.9,1.47,Long,Straight,Medium,no_preference,Oblong,buzz-cut,4.8
img_00489,258.5,173.4,146.1,173.4,132.8,1.49,Medium,Straight,Medium,no_preference,Oblong,wolf-cut,4.8
img_00490,239.3,181.9,179.1,181.9,116.6,1.32,Medium,Straight,Medium,feminine,Heart,buzz-cut,4.6
img_00491,208.0,187.9,180.1,187.9,175.8,1.11,Medium,Coily,Medium,no_preference,Square,buzz-cut,4.1
img_00492,196.5,176.5,169.5,176.5,171.1,1.11,Short,Coily,Medium,no_preference,Square,long-waves,4.4
img_00493,240.2,186.3,178.5,186.3,112.4,1.29,Medium,Straight,Medium,feminine,Heart,textured-crop,4.2
img_00494,263.4,199.1,202.3,199.1,131.0,1.32,Short,Curly,Medium,unisex,Heart,wolf-cut,4.8
img_00495,201.1,176.4,165.8,176.4,168.3,1.14,Medium,Curly,Medium,masculine,Square,curtain-bangs,4.3
img_00496,216.7,182.2,167.8,182.2,176.6,1.19,Long,Straight,Medium,masculine,Square,curtain-bangs,5.0
img_00497,256.4,186.1,161.4,186.1,144.4,1.38,Long,Wavy,Medium,unisex,Oval,long-waves,4.7
img_00498,239.4,165.4,144.1,165.4,139.7,1.45,Short,Coily,Medium,feminine,Oblong,buzz-cut,4.0
img_00499,225.8,171.0,166.4,171.0,114.5,1.32,Short,Straight,Medium,no_preference,Heart,textured-crop,4.7
img_00500,271.3,186.0,150.6,186.0,152.6,1.46,Long,Straight,Medium,no_preference,Oblong,long-waves,4.2
img_00501,262.8,197.2,167.2,197.2,146.1,1.33,Short,Wavy,Medium,no_preference,Oval,buzz-cut,4.5
img_00502,193.2,177.1,152.7,177.1,145.8,1.09,Long,Straight,Medium,feminine,Round,long-waves,4.1
img_00503,228.1,183.7,175.0,183.7,116.9,1.24,Medium,Wavy,Medium,masculine,Heart,long-waves,4.1
img_00504,211.0,196.7,169.2,196.7,168.6,1.07,Medium,Wavy,Medium,unisex,Round,wolf-cut,4.9
img_00505,238.4,172.3,147.7,172.3,133.5,1.38,Long,Coily,Medium,masculine,Oval,curtain-bangs,4.1
img_00506,286.1,186.5,158.0,186.5,140.2,1.53,Medium,Coily,Medium,no_preference,Oblong,textured-crop,4.7
img_00507,250.9,173.7,140.3,173.7,144.7,1.44,Long,Coily,Medium,feminine,Oblong,wolf-cut,4.1
img_00508,233.6,185.8,182.1,185.8,128.0,1.26,Short,Curly,Medium,unisex,Heart,textured-crop,4.6
img_00509,301.8,198.3,166.8,198.3,150.4,1.52,Short,Curly,Medium,feminine,Oblong,long-waves,4.6
img_00510,214.8,169.0,168.7,169.0,103.8,1.27,Long,Curly,Medium,unisex,Heart,french-bob,4.4
img_00511,234.1,163.5,142.5,163.5,130.2,1.43,Long,Wavy,Medium,masculine,Oblong,textured-crop,4.4
img_00512,296.7,194.4,166.3,194.4,152.9,1.53,Long,Straight,Medium,unisex,Oblong,buzz-cut,4.7
img_00513,266.4,170.3,142.0,170.3,144.6,1.56,Long,Straight,Medium,unisex,Oblong,wolf-cut,4.7
img_00514,230.4,171.4,146.9,171.4,135.6,1.34,Long,Coily,Medium,no_preference,Oval,long-waves,4.5
img_00515,208.2,179.1,170.6,179.1,165.7,1.16,Long,Coily,Medium,unisex,Square,curtain-bangs,4.6
img_00516,221.7,185.5,171.1,185.5,176.2,1.19,Medium,Wavy,Medium,no_preference,Square,french-bob,4.7
img_00517,259.6,195.9,197.5,195.9,131.9,1.33,Long,Curly,Medium,unisex,Heart,wolf-cut,5.0
img_00518,243.0,188.1,185.4,188.1,130.0,1.29,Medium,Straight,Medium,no_preference,Heart,textured-crop,5.0
img_00519,278.3,188.1,160.6,188.1,148.5,1.48,Short,Curly,Medium,feminine,Oblong,long-waves,4.4
img_00520,223.1,170.0,145.4,170.0,135.7,1.31,Medium,Straight,Medium,feminine,Oval,wolf-cut,4.3
img_00521,204.6,166.6,166.6,166.6,101.8,1.23,Medium,Wavy,Medium,no_preference,Heart,wolf-cut,4.9
img_00522,236.4,176.6,151.8,176.6,135.4,1.34,Medium,Wavy,Medium,no_preference,Oval,textured-crop,4.9
img_00523,260.6,198.2,168.2,198.2,153.8,1.32,Short,Wavy,Medium,feminine,Oval,curtain-bangs,4.3
img_00524,227.7,166.5,136.9,166.5,129.4,1.37,Medium,Wavy,Medium,no_preference,Oval,textured-crop,4.0
img_00525,213.4,194.9,170.4,194.9,168.4,1.1,Medium,Coily,Medium,unisex,Round,curtain-bangs,4.6
img_00526,233.8,175.9,145.7,175.9,131.7,1.33,Long,Curly,Medium,no_preference,Oval,wolf-cut,4.1
img_00527,194.1,178.8,154.5,178.8,147.5,1.09,Medium,Coily,Medium,no_preference,Round,french-bob,4.4
img_00528,195.4,171.1,146.9,171.1,148.8,1.14,Long,Wavy,Medium,masculine,Round,french-bob,4.7
img_00529,209.8,180.7,176.3,180.7,173.5,1.16,Short,Wavy,Medium,masculine,Square,buzz-cut,5.0
img_00530,208.8,173.7,159.9,173.7,162.1,1.2,Long,Wavy,Medium,masculine,Square,long-waves,4.6
img_00531,237.6,164.7,134.2,164.7,131.1,1.44,Medium,Straight,Medium,feminine,Oblong,textured-crop,4.8
img_00532,185.8,177.6,154.3,177.6,149.3,1.05,Medium,Wavy,Medium,no_preference,Round,french-bob,4.5
img_00533,212.7,160.6,140.0,160.6,120.4,1.32,Long,Curly,Medium,masculine,Oval,textured-crop,4.0
img_00534,286.8,184.2,155.1,184.2,142.3,1.56,Long,Wavy,Medium,unisex,Oblong,wolf-cut,4.0
img_00535,185.5,167.4,157.9,167.4,154.5,1.11,Long,Wavy,Medium,masculine,Square,wolf-cut,4.5
img_00536,180.0,165.8,141.7,165.8,133.6,1.09,Long,Coily,Medium,masculine,Round,curtain-bangs,4.9
img_00537,210.3,170.3,177.4,170.3,115.4,1.23,Medium,Straight,Medium,feminine,Heart,textured-crop,4.6
img_00538,235.4,173.2,146.8,173.2,132.9,1.36,Medium,Coily,Medium,masculine,Oval,textured-crop,4.8
img_00539,217.6,166.6,143.6,166.6,130.6,1.31,Short,Wavy,Medium,feminine,Oval,wolf-cut,4.1
img_00540,199.0,163.1,165.8,163.1,108.3,1.22,Long,Coily,Medium,unisex,Heart,textured-crop,4.4
img_00541,224.0,183.2,192.1,183.2,110.7,1.22,Medium,Coily,Medium,feminine,Heart,french-bob,4.5
img_00542,238.0,163.9,141.6,163.9,134.0,1.45,Long,Straight,Medium,feminine,Oblong,buzz-cut,4.1
img_00543,204.4,185.1,168.3,185.1,152.9,1.1,Medium,Wavy,Medium,feminine,Round,french-bob,4.7
img_00544,254.5,185.2,158.7,185.2,137.3,1.37,Long,Wavy,Medium,no_preference,Oval,buzz-cut,4.4
img_00545,201.7,174.9,161.6,174.9,162.8,1.15,Short,Wavy,Medium,unisex,Square,long-waves,4.7
img_00546,281.2,184.7,148.7,184.7,150.2,1.52,Long,Coily,Medium,masculine,Oblong,french-bob,4.0
img_00547,255.9,177.4,147.7,177.4,139.3,1.44,Long,Coily,Medium,unisex,Oblong,curtain-bangs,4.7
img_00548,280.0,183.8,149.4,183.8,146.5,1.52,Long,Curly,Medium,masculine,Oblong,buzz-cut,4.2
img_00549,215.4,193.1,183.1,193.1,178.2,1.12,Long,Wavy,Medium,unisex,Square,textured-crop,4.7
img_00550,263.5,191.8,164.3,191.8,147.6,1.37,Long,Coily,Medium,masculine,Oval,french-bob,4.4
img_00551,247.5,187.8,157.6,187.8,143.6,1.32,Long,Straight,Medium,masculine,Oval,french-bob,4.1
img_00552,222.2,183.4,170.6,183.4,173.9,1.21,Long,Wavy,Medium,no_preference,Square,textured-crop,4.4
img_00553,261.3,170.1,139.9,170.1,136.0,1.54,Medium,Curly,Medium,feminine,Oblong,textured-crop,4.3
img_00554,288.1,192.4,165.5,192.4,161.9,1.5,Short,Wavy,Medium,unisex,Oblong,textured-crop,4.3
img_00555,243.4,191.6,190.4,191.6,126.4,1.27,Short,Wavy,Medium,feminine,Heart,textured-crop,4.1
img_00556,212.5,190.9,170.0,190.9,152.9,1.11,Short,Straight,Medium,unisex,Round,buzz-cut,4.6
img_00557,229.1,172.4,144.1,172.4,131.0,1.33,Short,Coily,Medium,masculine,Oval,wolf-cut,4.6
img_00558,220.1,195.4,166.4,195.4,167.9,1.13,Short,Curly,Medium,masculine,Round,curtain-bangs,4.0
img_00559,215.2,165.5,144.7,165.5,122.7,1.3,Short,Coily,Medium,masculine,Oval,long-waves,4.9
img_00560,253.5,190.4,160.8,190.4,143.3,1.33,Long,Straight,Medium,unisex,Oval,wolf-cut,4.3
img_00561,215.2,195.5,181.6,195.5,183.7,1.1,Long,Straight,Medium,masculine,Square,long-waves,5.0
img_00562,191.6,183.0,162.0,183.0,151.0,1.05,Medium,Curly,Medium,feminine,Round,buzz-cut,4.7
img_00563,190.2,175.9,167.4,175.9,171.6,1.08,Short,Coily,Medium,unisex,Square,textured-crop,4.3
img_00564,214.3,193.8,189.5,193.8,182.7,1.11,Long,Straight,Medium,masculine,Square,french-bob,4.1
img_00565,194.3,172.7,157.4,172.7,142.3,1.13,Short,Curly,Medium,unisex,Round,long-waves,4.8
img_00566,257.3,196.5,171.2,196.5,149.3,1.31,Long,Straight,Medium,feminine,Oval,curtain-bangs,4.5
img_00567,187.6,172.2,160.3,172.2,158.5,1.09,Long,Wavy,Medium,no_preference,Square,wolf-cut,4.7
img_00568,233.4,192.5,180.7,192.5,187.0,1.21,Short,Straight,Medium,masculine,Square,wolf-cut,4.7
img_00569,241.1,185.0,181.4,185.0,126.9,1.3,Short,Curly,Medium,no_preference,Heart,french-bob,4.1
img_00570,263.7,192.8,165.5,192.8,147.3,1.37,Short,Straight,Medium,unisex,Oval,textured-crop,4.5
img_00571,316.4,199.2,174.3,199.2,157.5,1.59,Medium,Curly,Medium,no_preference,Oblong,wolf-cut,4.9
img_00572,226.2,172.2,147.5,172.2,130.6,1.31,Medium,Curly,Medium,unisex,Oval,french-bob,4.3
img_00573,195.5,185.3,160.7,185.3,162.2,1.06,Short,Wavy,Medium,no_preference,Round,wolf-cut,4.1
img_00574,244.8,181.8,179.4,181.8,115.6,1.35,Short,Straight,Medium,feminine,Heart,long-waves,4.4
img_00575,232.6,161.3,134.4,161.3,122.0,1.44,Long,Wavy,Medium,feminine,Oblong,textured-crop,4.5
img_00576,246.6,183.8,155.4,183.8,144.7,1.34,Long,Straight,Medium,no_preference,Oval,long-waves,4.6
img_00577,219.7,165.5,136.2,165.5,131.7,1.33,Long,Wavy,Medium,feminine,Oval,french-bob,4.3
img_00578,247.0,177.4,149.1,177.4,131.9,1.39,Short,Straight,Medium,feminine,Oval,textured-crop,4.1
img_00579,235.6,196.6,189.6,196.6,182.9,1.2,Medium,Curly,Medium,feminine,Square,textured-crop,4.7
img_00580,232.0,169.3,141.9,169.3,127.7,1.37,Long,Curly,Medium,unisex,Oval,textured-crop,4.7
img_00581,264.4,190.0,157.0,190.0,143.2,1.39,Medium,Wavy,Medium,no_preference,Oval,textured-crop,4.4
img_00582,198.8,178.1,159.9,178.1,154.1,1.12,Short,Curly,Medium,feminine,Round,french-bob,4.0
img_00583,185.9,181.4,164.4,181.4,149.8,1.02,Long,Coily,Medium,feminine,Round,french-bob,4.8
img_00584,265.9,199.7,191.6,199.7,133.9,1.33,Medium,Straight,Medium,unisex,Heart,buzz-cut,5.0
img_00585,193.9,160.7,148.5,160.7,157.4,1.21,Medium,Straight,Medium,masculine,Square,curtain-bangs,4.4
img_00586,230.3,171.7,144.6,171.7,136.0,1.34,Medium,Straight,Medium,unisex,Oval,textured-crop,4.5
img_00587,258.8,198.1,166.0,198.1,150.2,1.31,Medium,Curly,Medium,masculine,Oval,french-bob,4.9
img_00588,203.4,185.4,171.3,185.4,180.7,1.1,Short,Straight,Medium,no_preference,Square,wolf-cut,4.5
img_00589,251.3,166.9,143.4,166.9,127.5,1.51,Long,Straight,Medium,feminine,Oblong,long-waves,4.5
img_00590,261.2,193.5,158.8,193.5,152.5,1.35,Long,Coily,Medium,masculine,Oval,buzz-cut,4.3
img_00591,266.8,175.7,142.8,175.7,143.9,1.52,Medium,Wavy,Medium,masculine,Oblong,textured-crop,4.5
img_00592,244.5,185.8,158.5,185.8,138.5,1.32,Medium,Wavy,Medium,masculine,Oval,textured-crop,4.0
img_00593,177.5,168.4,154.6,168.4,144.6,1.05,Short,Curly,Medium,no_preference,Round,curtain-bangs,4.9
img_00594,282.7,180.1,151.4,180.1,146.3,1.57,Medium,Straight,Medium,feminine,Oblong,curtain-bangs,4.6
img_00595,263.5,165.8,144.8,165.8,139.1,1.59,Long,Wavy,Medium,unisex,Oblong,textured-crop,4.3
img_00596,234.8,185.4,178.9,185.4,122.3,1.27,Short,Wavy,Medium,no_preference,Heart,textured-crop,4.4
img_00597,190.2,169.5,162.5,169.5,162.1,1.12,Short,Coily,Medium,unisex,Square,french-bob,4.8
img_00598,225.9,167.7,142.3,167.7,127.9,1.35,Medium,Curly,Medium,masculine,Oval,textured-crop,4.7
img_00599,177.3,172.6,154.1,172.6,141.4,1.03,Medium,Straight,Medium,masculine,Round,french-bob,4.3
img_00600,234.4,169.3,142.8,169.3,127.7,1.38,Short,Coily,Medium,masculine,Oval,textured-crop,4.2
img_00601,206.9,189.7,173.0,189.7,160.1,1.09,Short,Straight,Medium,feminine,Round,long-waves,4.2
img_00602,267.9,184.0,160.3,184.0,140.1,1.46,Medium,Curly,Medium,no_preference,Oblong,curtain-bangs,4.1
img_00603,256.1,170.3,139.3,170.3,140.4,1.5,Medium,Straight,Medium,feminine,Oblong,long-waves,4.3
img_00604,239.8,177.8,149.5,177.8,141.3,1.35,Short,Coily,Medium,masculine,Oval,buzz-cut,4.8
img_00605,212.6,177.3,167.0,177.3,171.6,1.2,Short,Wavy,Medium,unisex,Square,french-bob,4.7
img_00606,284.7,189.8,152.1,189.8,143.5,1.5,Medium,Coily,Medium,masculine,Oblong,buzz-cut,4.6
img_00607,220.6,167.5,168.2,167.5,103.9,1.32,Long,Straight,Medium,feminine,Heart,textured-crop,4.5
img_00608,234.5,198.7,194.2,198.7,187.9,1.18,Medium,Straight,Medium,no_preference,Square,long-waves,4.5
img_00609,285.0,184.7,157.6,184.7,148.0,1.54,Medium,Wavy,Medium,masculine,Oblong,wolf-cut,4.7
img_00610,252.3,189.5,197.8,189.5,123.0,1.33,Medium,Coily,Medium,no_preference,Heart,french-bob,4.6
img_00611,214.7,197.5,174.7,197.5,160.8,1.09,Medium,Coily,Medium,no_preference,Round,curtain-bangs,4.6
img_00612,264.5,175.7,152.6,175.7,137.8,1.51,Long,Straight,Medium,unisex,Oblong,wolf-cut,4.8
img_00613,209.4,187.2,181.5,187.2,180.5,1.12,Short,Straight,Medium,masculine,Square,curtain-bangs,4.2
img_00614,248.5,180.7,157.3,180.7,141.4,1.37,Medium,Coily,Medium,masculine,Oval,curtain-bangs,4.3
img_00615,214.7,197.2,171.2,197.2,158.6,1.09,Medium,Straight,Medium,masculine,Round,curtain-bangs,4.3
img_00616,195.1,179.3,166.8,179.3,172.6,1.09,Short,Wavy,Medium,masculine,Square,buzz-cut,4.6
img_00617,233.7,196.9,188.1,196.9,183.4,1.19,Long,Curly,Medium,unisex,Square,textured-crop,4.6
img_00618,234.1,176.3,146.0,176.3,138.2,1.33,Short,Coily,Medium,no_preference,Oval,buzz-cut,4.1
img_00619,240.0,180.3,184.8,180.3,122.7,1.33,Medium,Wavy,Medium,unisex,Heart,buzz-cut,4.9
img_00620,237.8,173.1,142.3,173.1,133.0,1.37,Medium,Curly,Medium,feminine,Oval,long-waves,4.0
img_00621,217.7,189.6,175.4,189.6,185.5,1.15,Medium,Straight,Medium,masculine,Square,french-bob,4.5
img_00622,231.6,177.2,146.4,177.2,140.0,1.31,Medium,Curly,Medium,feminine,Oval,french-bob,4.8
img_00623,177.9,162.5,139.5,162.5,130.5,1.09,Medium,Curly,Medium,masculine,Round,textured-crop,4.8
img_00624,175.7,164.0,146.5,164.0,142.5,1.07,Short,Wavy,Medium,feminine,Round,french-bob,4.4
img_00625,285.6,195.4,162.6,195.4,166.0,1.46,Medium,Wavy,Medium,feminine,Oblong,buzz-cut,4.5
img_00626,276.7,188.0,159.9,188.0,149.6,1.47,Long,Wavy,Medium,unisex,Oblong,curtain-bangs,4.3
img_00627,219.8,163.8,135.5,163.8,122.9,1.34,Short,Wavy,Medium,feminine,Oval,french-bob,4.2
img_00628,255.4,168.8,136.4,168.8,139.3,1.51,Medium,Curly,Medium,no_preference,Oblong,buzz-cut,4.5
img_00629,264.1,184.1,157.4,184.1,155.3,1.43,Long,Coily,Medium,feminine,Oblong,buzz-cut,4.8
img_00630,264.0,181.5,155.6,181.5,141.0,1.45,Medium,Wavy,Medium,unisex,Oblong,long-waves,4.5
img_00631,235.5,187.1,181.1,187.1,126.4,1.26,Short,Coily,Medium,unisex,Heart,buzz-cut,4.6
img_00632,299.9,199.8,163.9,199.8,158.7,1.5,Long,Coily,Medium,masculine,Oblong,curtain-bangs,4.2
img_00633,313.3,199.4,172.4,199.4,155.9,1.57,Medium,Straight,Medium,no_preference,Oblong,textured-crop,4.1
img_00634,229.4,176.1,178.3,176.1,107.8,1.3,Medium,Wavy,Medium,feminine,Heart,wolf-cut,4.4
img_00635,277.9,187.1,163.7,187.1,145.5,1.49,Short,Curly,Medium,no_preference,Oblong,textured-crop,4.8
img_00636,200.4,168.2,162.2,168.2,155.4,1.19,Long,Wavy,Medium,unisex,Square,long-waves,4.3
img_00637,241.2,196.7,193.6,196.7,126.0,1.23,Medium,Coily,Medium,masculine,Heart,curtain-bangs,4.6
img_00638,266.0,167.2,136.7,167.2,130.9,1.59,Short,Wavy,Medium,no_preference,Oblong,wolf-cut,4.6
img_00639,249.9,169.7,148.3,169.7,131.2,1.47,Medium,Wavy,Medium,masculine,Oblong,long-waves,4.1
img_00640,188.5,162.3,157.9,162.3,150.8,1.16,Short,Wavy,Medium,feminine,Square,french-bob,4.1
img_00641,203.0,176.4,162.4,176.4,169.6,1.15,Long,Wavy,Medium,unisex,Square,curtain-bangs,4.5
img_00642,256.3,188.7,163.8,188.7,149.4,1.36,Medium,Coily,Medium,feminine,Oval,buzz-cut,4.8
img_00643,226.4,163.3,138.6,163.3,121.5,1.39,Long,Straight,Medium,no_preference,Oval,buzz-cut,4.9
img_00644,210.9,193.1,164.8,193.1,169.5,1.09,Short,Straight,Medium,unisex,Round,textured-crop,4.5
img_00645,284.8,186.0,151.4,186.0,149.1,1.53,Long,Straight,Medium,no_preference,Oblong,textured-crop,4.2
img_00646,232.2,175.0,166.4,175.0,113.0,1.33,Short,Straight,Medium,unisex,Heart,wolf-cut,4.5
img_00647,216.2,188.4,160.8,188.4,152.2,1.15,Short,Curly,Medium,feminine,Round,wolf-cut,4.8
img_00648,221.6,160.9,133.2,160.9,123.6,1.38,Short,Coily,Medium,feminine,Oval,curtain-bangs,4.0
img_00649,225.3,182.5,184.5,182.5,119.9,1.23,Long,Straight,Medium,no_preference,Heart,long-waves,4.3
img_00650,261.1,195.8,167.7,195.8,155.7,1.33,Medium,Curly,Medium,no_preference,Oval,buzz-cut,4.5
img_00651,260.7,198.4,169.6,198.4,150.1,1.31,Short,Curly,Medium,no_preference,Oval,textured-crop,5.0
img_00652,218.8,192.8,182.6,192.8,185.8,1.13,Short,Wavy,Medium,masculine,Square,buzz-cut,4.3
img_00653,293.2,194.8,166.9,194.8,153.7,1.51,Short,Straight,Medium,masculine,Oblong,textured-crop,4.0
img_00654,218.9,197.5,175.8,197.5,167.6,1.11,Long,Coily,Medium,masculine,Round,textured-crop,4.0
img_00655,197.6,178.0,160.4,178.0,156.6,1.11,Short,Wavy,Medium,unisex,Round,textured-crop,4.9
img_00656,234.1,162.2,130.5,162.2,135.4,1.44,Short,Straight,Medium,no_preference,Oblong,curtain-bangs,4.1
img_00657,288.7,180.6,153.3,180.6,142.2,1.6,Long,Curly,Medium,unisex,Oblong,textured-crop,4.9
img_00658,207.6,169.6,166.8,169.6,110.5,1.22,Long,Curly,Medium,masculine,Heart,buzz-cut,4.7
img_00659,255.3,169.0,138.7,169.0,126.9,1.51,Medium,Curly,Medium,no_preference,Oblong,french-bob,4.4
img_00660,220.6,188.3,183.1,188.3,176.0,1.17,Medium,Curly,Medium,feminine,Square,long-waves,4.4
img_00661,174.2,165.3,147.2,165.3,141.7,1.05,Long,Curly,Medium,unisex,Round,long-waves,4.2
img_00662,249.3,187.6,184.3,187.6,129.2,1.33,Medium,Curly,Medium,feminine,Heart,french-bob,4.3
img_00663,208.8,169.2,174.7,169.2,103.9,1.23,Long,Straight,Medium,unisex,Heart,buzz-cut,4.9
img_00664,211.3,167.7,175.7,167.7,107.5,1.26,Medium,Curly,Medium,feminine,Heart,buzz-cut,5.0
img_00665,215.0,176.2,182.4,176.2,112.4,1.22,Long,Curly,Medium,feminine,Heart,french-bob,4.5
img_00666,276.4,189.6,164.4,189.6,142.8,1.46,Medium,Straight,Medium,feminine,Oblong,curtain-bangs,4.9
img_00667,169.5,164.8,145.6,164.8,134.7,1.03,Short,Coily,Medium,feminine,Round,buzz-cut,4.1
img_00668,235.1,170.8,147.5,170.8,126.5,1.38,Short,Curly,Medium,masculine,Oval,french-bob,5.0
img_00669,201.9,176.7,165.8,176.7,170.2,1.14,Long,Curly,Medium,no_preference,Square,buzz-cut,4.4
img_00670,305.5,194.3,161.1,194.3,159.1,1.57,Short,Curly,Medium,masculine,Oblong,textured-crop,5.0
img_00671,260.9,176.4,150.9,176.4,145.8,1.48,Long,Curly,Medium,unisex,Oblong,curtain-bangs,4.3
img_00672,226.9,199.4,181.3,199.4,160.3,1.14,Short,Straight,Medium,masculine,Round,buzz-cut,4.5
img_00673,185.8,166.3,147.9,166.3,136.7,1.12,Long,Coily,Medium,masculine,Round,long-waves,4.6
img_00674,280.3,182.8,153.8,182.8,138.0,1.53,Long,Straight,Medium,unisex,Oblong,wolf-cut,4.3
img_00675,225.2,165.0,135.8,165.0,126.5,1.37,Long,Curly,Medium,masculine,Oval,wolf-cut,4.9
img_00676,263.7,172.2,141.9,172.2,144.6,1.53,Short,Curly,Medium,no_preference,Oblong,textured-crop,4.8
img_00677,279.7,190.6,164.8,190.6,147.7,1.47,Medium,Wavy,Medium,feminine,Oblong,wolf-cut,4.9
img_00678,198.6,171.7,159.3,171.7,165.1,1.16,Medium,Curly,Medium,masculine,Square,french-bob,4.6
img_00679,212.4,195.1,172.2,195.1,157.7,1.09,Long,Coily,Medium,masculine,Round,wolf-cut,4.7
img_00680,234.8,163.0,131.1,163.0,126.5,1.44,Medium,Curly,Medium,masculine,Oblong,curtain-bangs,4.4
img_00681,245.0,184.4,188.3,184.4,112.7,1.33,Short,Coily,Medium,masculine,Heart,french-bob,4.6
img_00682,203.2,177.5,171.7,177.5,169.7,1.14,Long,Straight,Medium,feminine,Square,long-waves,4.1
img_00683,270.3,193.5,170.0,193.5,143.9,1.4,Long,Curly,Medium,feminine,Oval,curtain-bangs,4.6
img_00684,202.6,181.6,175.4,181.6,175.2,1.12,Long,Curly,Medium,unisex,Square,long-waves,4.8
img_00685,243.8,183.7,190.3,183.7,118.7,1.33,Medium,Straight,Medium,unisex,Heart,long-waves,4.3
img_00686,222.4,181.0,189.6,181.0,115.1,1.23,Medium,Straight,Medium,feminine,Heart,long-waves,4.7
img_00687,277.3,188.0,151.2,188.0,147.4,1.48,Long,Curly,Medium,no_preference,Oblong,textured-crop,4.0
img_00688,234.7,194.8,184.5,194.8,184.6,1.2,Short,Wavy,Medium,feminine,Square,curtain-bangs,4.8
img_00689,189.8,182.9,167.5,182.9,151.5,1.04,Short,Straight,Medium,unisex,Round,french-bob,4.1
img_00690,200.7,185.2,178.4,185.2,176.1,1.08,Medium,Curly,Medium,feminine,Square,textured-crop,4.5
img_00691,225.1,163.7,139.9,163.7,122.9,1.38,Short,Wavy,Medium,masculine,Oval,french-bob,4.9
img_00692,252.0,193.6,159.3,193.6,149.9,1.3,Medium,Straight,Medium,masculine,Oval,textured-crop,4.3
img_00693,185.3,171.0,164.8,171.0,163.7,1.08,Long,Straight,Medium,masculine,Square,long-waves,4.2
img_00694,224.5,171.4,168.0,171.4,115.8,1.31,Long,Straight,Medium,unisex,Heart,long-waves,4.5
img_00695,226.8,164.2,140.4,164.2,127.6,1.38,Medium,Wavy,Medium,feminine,Oval,long-waves,4.8
img_00696,240.1,186.9,195.3,186.9,117.8,1.28,Short,Straight,Medium,unisex,Heart,textured-crop,4.0
img_00697,265.6,183.2,157.0,183.2,140.6,1.45,Medium,Coily,Medium,no_preference,Oblong,wolf-cut,4.9
img_00698,223.6,160.6,141.1,160.6,121.0,1.39,Long,Straight,Medium,unisex,Oval,french-bob,4.9
img_00699,240.7,174.0,147.9,174.0,138.3,1.38,Short,Curly,Medium,masculine,Oval,long-waves,4.0
img_00700,183.1,171.8,152.8,171.8,140.9,1.07,Long,Coily,Medium,unisex,Round,textured-crop,4.9
img_00701,288.3,197.9,168.0,197.9,152.8,1.46,Medium,Straight,Medium,no_preference,Oblong,buzz-cut,4.5
img_00702,211.0,167.5,160.7,167.5,102.9,1.26,Short,Coily,Medium,feminine,Heart,curtain-bangs,4.8
img_00703,193.3,165.2,154.0,165.2,153.0,1.17,Short,Wavy,Medium,feminine,Square,textured-crop,4.4
